datetime,open,high,low,close
2023-06-07 00:00:00,1884.65000,1889.00000,1881.86000,1884.90000
2023-06-06 23:45:00,1881.13000,1885.01000,1881.13000,1884.64000
2023-06-06 23:30:00,1886.35000,1886.44000,1878.54000,1881.13000
2023-06-06 23:15:00,1882.30000,1888.21000,1882.03000,1886.35000
2023-06-06 23:00:00,1882.63000,1884.00000,1881.56000,1882.31000
2023-06-06 22:45:00,1881.76000,1884.39000,1880.91000,1882.62000
2023-06-06 22:30:00,1878.51000,1882.09000,1878.29000,1881.76000
2023-06-06 22:15:00,1879.83000,1879.83000,1878.00000,1878.52000
2023-06-06 22:00:00,1879.67000,1880.92000,1878.65000,1879.83000
2023-06-06 21:45:00,1879.11000,1881.00000,1878.62000,1879.67000
2023-06-06 21:30:00,1877.50000,1879.43000,1874.27000,1879.10000
2023-06-06 21:15:00,1880.55000,1880.75000,1877.40000,1877.50000
2023-06-06 21:00:00,1876.58000,1880.84000,1876.58000,1880.55000
2023-06-06 20:45:00,1874.59000,1878.16000,1874.15000,1876.58000
2023-06-06 20:30:00,1881.58000,1882.50000,1874.58000,1874.59000
2023-06-06 20:15:00,1888.71000,1889.00000,1875.70000,1881.59000
2023-06-06 20:00:00,1891.82000,1895.50000,1888.59000,1888.71000
2023-06-06 19:45:00,1880.75000,1898.29000,1879.32000,1891.82000
2023-06-06 19:30:00,1881.27000,1883.56000,1879.00000,1880.74000
2023-06-06 19:15:00,1874.56000,1884.43000,1873.49000,1881.28000
2023-06-06 19:00:00,1874.74000,1875.23000,1873.40000,1874.56000
2023-06-06 18:45:00,1874.59000,1874.97000,1872.96000,1874.75000
2023-06-06 18:30:00,1876.81000,1878.00000,1873.02000,1874.59000
2023-06-06 18:15:00,1875.75000,1877.50000,1874.64000,1876.80000
2023-06-06 18:00:00,1875.10000,1878.21000,1874.50000,1875.76000
2023-06-06 17:45:00,1877.14000,1880.00000,1873.23000,1875.11000
2023-06-06 17:30:00,1884.27000,1886.66000,1874.91000,1877.13000
2023-06-06 17:15:00,1865.72000,1887.74000,1861.28000,1884.27000
2023-06-06 17:00:00,1863.66000,1867.51000,1857.98000,1865.73000
2023-06-06 16:45:00,1847.73000,1869.78000,1845.50000,1863.66000
2023-06-06 16:30:00,1845.47000,1848.65000,1843.29000,1847.74000
2023-06-06 16:15:00,1845.47000,1848.80000,1843.25000,1845.48000
2023-06-06 16:00:00,1842.22000,1848.79000,1842.21000,1845.46000
2023-06-06 15:45:00,1841.13000,1846.48000,1839.18000,1842.22000
2023-06-06 15:30:00,1837.00000,1842.20000,1836.99000,1841.12000
2023-06-06 15:15:00,1838.20000,1838.87000,1834.30000,1836.99000
2023-06-06 15:00:00,1838.50000,1843.60000,1836.67000,1838.20000
2023-06-06 14:45:00,1835.42000,1840.42000,1832.69000,1838.49000
2023-06-06 14:30:00,1831.73000,1841.29000,1829.63000,1835.42000
2023-06-06 14:15:00,1829.33000,1835.00000,1825.40000,1831.72000
2023-06-06 14:00:00,1817.44000,1838.70000,1817.43000,1829.34000
2023-06-06 13:45:00,1813.43000,1820.54000,1812.42000,1817.44000
