datetime,open,high,low,close
2023-09-20 00:00:00,1643.13000,1644.42000,1641.61000,1643.65000
2023-09-19 23:45:00,1643.04000,1644.09000,1642.73000,1643.12000
2023-09-19 23:30:00,1643.59000,1643.80000,1642.82000,1643.04000
2023-09-19 23:15:00,1643.25000,1644.57000,1643.25000,1643.59000
2023-09-19 23:00:00,1642.00000,1644.10000,1641.25000,1643.26000
2023-09-19 22:45:00,1641.70000,1642.89000,1641.51000,1642.00000
2023-09-19 22:30:00,1639.36000,1642.08000,1638.55000,1641.69000
2023-09-19 22:15:00,1639.84000,1639.92000,1637.61000,1639.36000
2023-09-19 22:00:00,1641.17000,1641.17000,1639.55000,1639.84000
2023-09-19 21:45:00,1640.08000,1642.48000,1639.53000,1641.17000
2023-09-19 21:30:00,1638.40000,1640.33000,1637.45000,1640.07000
2023-09-19 21:15:00,1640.15000,1640.76000,1637.11000,1638.39000
2023-09-19 21:00:00,1642.25000,1642.25000,1640.15000,1640.16000
2023-09-19 20:45:00,1641.96000,1643.45000,1641.70000,1642.25000
2023-09-19 20:30:00,1640.92000,1642.09000,1640.18000,1641.96000
2023-09-19 20:15:00,1644.20000,1644.21000,1639.65000,1640.91000
2023-09-19 20:00:00,1644.09000,1644.38000,1639.05000,1644.20000
2023-09-19 19:45:00,1643.62000,1644.44000,1642.00000,1644.08000
2023-09-19 19:30:00,1643.89000,1644.52000,1643.08000,1643.63000
2023-09-19 19:15:00,1643.14000,1645.03000,1640.17000,1643.89000
2023-09-19 19:00:00,1644.65000,1644.95000,1642.33000,1643.15000
2023-09-19 18:45:00,1645.11000,1646.17000,1643.74000,1644.64000
2023-09-19 18:30:00,1646.91000,1647.72000,1644.43000,1645.10000
2023-09-19 18:15:00,1647.78000,1649.38000,1646.91000,1646.92000
2023-09-19 18:00:00,1645.47000,1648.14000,1644.66000,1647.78000
2023-09-19 17:45:00,1648.05000,1648.83000,1645.46000,1645.47000
2023-09-19 17:30:00,1646.17000,1650.00000,1646.16000,1648.04000
2023-09-19 17:15:00,1646.78000,1647.19000,1644.66000,1646.17000
2023-09-19 17:00:00,1650.69000,1650.97000,1642.19000,1646.78000
2023-09-19 16:45:00,1654.54000,1654.55000,1648.44000,1650.69000
2023-09-19 16:30:00,1653.94000,1654.67000,1652.17000,1654.53000
2023-09-19 16:15:00,1659.09000,1659.52000,1650.04000,1653.95000
2023-09-19 16:00:00,1656.80000,1659.26000,1653.29000,1659.10000
2023-09-19 15:45:00,1650.12000,1659.25000,1646.91000,1656.81000
2023-09-19 15:30:00,1650.25000,1656.40000,1649.50000,1650.13000
2023-09-19 15:15:00,1646.77000,1651.98000,1645.60000,1650.25000
2023-09-19 15:00:00,1645.20000,1649.41000,1644.00000,1646.77000
2023-09-19 14:45:00,1643.65000,1646.75000,1642.67000,1645.20000
2023-09-19 14:30:00,1642.55000,1644.15000,1639.85000,1643.65000
2023-09-19 14:15:00,1641.55000,1646.19000,1640.12000,1642.55000
2023-09-19 14:00:00,1638.31000,1641.83000,1634.44000,1641.56000
2023-09-19 13:45:00,1646.06000,1647.00000,1636.25000,1638.30000
2023-09-19 13:30:00,1644.56000,1647.59000,1643.50000,1646.06000
2023-09-19 13:15:00,1644.49000,1646.15000,1644.00000,1644.56000
2023-09-19 13:00:00,1644.16000,1644.85000,1642.19000,1644.49000
2023-09-19 12:45:00,1642.03000,1644.97000,1640.27000,1644.15000
2023-09-19 12:30:00,1649.90000,1650.33000,1642.03000,1642.03000
2023-09-19 12:15:00,1646.51000,1650.55000,1646.51000,1649.90000
2023-09-19 12:00:00,1647.80000,1648.67000,1645.20000,1646.52000
2023-09-19 11:45:00,1644.62000,1647.81000,1644.61000,1647.80000
2023-09-19 11:30:00,1644.64000,1645.10000,1642.63000,1644.62000
2023-09-19 11:15:00,1641.91000,1644.64000,1641.70000,1644.63000
2023-09-19 11:00:00,1646.49000,1646.63000,1641.91000,1641.92000
2023-09-19 10:45:00,1647.49000,1647.95000,1643.75000,1646.49000
2023-09-19 10:30:00,1644.16000,1648.28000,1643.57000,1647.49000
2023-09-19 10:15:00,1650.04000,1651.33000,1641.44000,1644.17000
2023-09-19 10:00:00,1653.36000,1654.31000,1648.35000,1650.04000
2023-09-19 09:45:00,1654.15002,1654.78000,1651.33000,1653.36000
2023-09-19 09:30:00,1651.94000,1661.04000,1651.93000,1653.72998
2023-09-19 09:15:00,1645.35000,1653.05000,1645.16000,1651.93000
2023-09-19 09:00:00,1643.80000,1647.97000,1641.22000,1645.34000
2023-09-19 08:45:00,1639.90000,1644.57000,1637.50000,1643.80000
