datetime,open,high,low,close
2023-07-30 00:00:00,1880.45000,1881.19000,1879.68000,1879.69000
2023-07-29 23:45:00,1881.70000,1881.70000,1880.44000,1880.46000
2023-07-29 23:30:00,1880.07000,1882.20000,1880.06000,1881.69000
2023-07-29 23:15:00,1879.75000,1880.80000,1879.74000,1880.07000
2023-07-29 23:00:00,1879.74000,1879.75000,1879.74000,1879.74000
2023-07-29 22:45:00,1880.18000,1880.20000,1879.74000,1879.75000
2023-07-29 22:30:00,1881.16000,1881.37000,1879.91000,1880.18000
2023-07-29 22:15:00,1882.09000,1882.22000,1881.16000,1881.17000
2023-07-29 22:00:00,1881.67000,1882.71000,1881.67000,1882.10000
2023-07-29 21:45:00,1881.80000,1881.93000,1880.60000,1881.67000
2023-07-29 21:30:00,1882.86000,1882.87000,1881.39000,1881.81000
2023-07-29 21:15:00,1885.12000,1885.38000,1882.29000,1882.86000
2023-07-29 21:00:00,1883.93000,1885.59000,1883.92000,1885.11000
2023-07-29 20:45:00,1883.34000,1884.37000,1883.33000,1883.93000
2023-07-29 20:30:00,1884.55000,1885.72000,1883.33000,1883.33000
2023-07-29 20:15:00,1881.51000,1886.58000,1880.81000,1884.54000
2023-07-29 20:00:00,1877.96000,1881.89000,1877.96000,1881.51000
2023-07-29 19:45:00,1876.92000,1877.97000,1876.92000,1877.96000
2023-07-29 19:30:00,1878.83000,1878.83000,1876.62000,1876.92000
2023-07-29 19:15:00,1878.34000,1879.34000,1878.07000,1878.83000
2023-07-29 19:00:00,1874.93000,1879.00000,1874.92000,1878.34000
2023-07-29 18:45:00,1874.60000,1874.97000,1874.29000,1874.93000
2023-07-29 18:30:00,1874.53000,1875.20000,1874.44000,1874.60000
2023-07-29 18:15:00,1874.35000,1874.54000,1873.31000,1874.53000
2023-07-29 18:00:00,1876.69000,1877.59000,1874.34000,1874.35000
2023-07-29 17:45:00,1875.71000,1877.68000,1875.70000,1876.69000
2023-07-29 17:30:00,1873.40000,1875.71000,1873.40000,1875.71000
2023-07-29 17:15:00,1873.08000,1873.56000,1872.89000,1873.41000
2023-07-29 17:00:00,1873.45000,1873.85000,1873.07000,1873.07000
2023-07-29 16:45:00,1872.36000,1873.55000,1872.35000,1873.46000
2023-07-29 16:30:00,1871.75000,1872.36000,1871.74000,1872.35000
2023-07-29 16:15:00,1871.41000,1871.75000,1871.25000,1871.74000
2023-07-29 16:00:00,1872.72000,1872.73000,1871.40000,1871.41000
2023-07-29 15:45:00,1872.21000,1872.98000,1872.21000,1872.72000
2023-07-29 15:30:00,1872.81000,1873.25000,1872.21000,1872.22000
2023-07-29 15:15:00,1872.79000,1873.32000,1871.90000,1872.82000
2023-07-29 15:00:00,1872.65000,1873.06000,1872.06000,1872.79000
2023-07-29 14:45:00,1873.29000,1873.29000,1872.22000,1872.66000
2023-07-29 14:30:00,1873.77000,1874.13000,1873.28000,1873.29000
2023-07-29 14:15:00,1874.34000,1874.35000,1873.65000,1873.77000
2023-07-29 14:00:00,1873.00000,1874.35000,1873.00000,1874.35000
2023-07-29 13:45:00,1873.43000,1873.44000,1873.00000,1873.01000
2023-07-29 13:30:00,1874.17000,1874.60000,1873.27000,1873.44000
2023-07-29 13:15:00,1874.95000,1874.96000,1874.16000,1874.17000
2023-07-29 13:00:00,1872.47000,1875.79000,1872.47000,1874.95000
2023-07-29 12:45:00,1872.70000,1872.71000,1871.24000,1872.47000
2023-07-29 12:30:00,1874.55000,1874.57000,1872.70000,1872.70000
2023-07-29 12:15:00,1871.00000,1874.56000,1870.99000,1874.55000
2023-07-29 12:00:00,1870.47000,1871.00000,1870.47000,1871.00000
2023-07-29 11:45:00,1872.28000,1872.29000,1870.22000,1870.47000
2023-07-29 11:30:00,1872.67000,1872.68000,1871.35000,1872.29000
2023-07-29 11:15:00,1870.94000,1872.96000,1870.94000,1872.67000
2023-07-29 11:00:00,1870.46000,1870.95000,1870.22000,1870.94000
2023-07-29 10:45:00,1870.90000,1870.90000,1870.45000,1870.46000
2023-07-29 10:30:00,1871.68000,1871.68000,1870.65000,1870.89000
2023-07-29 10:15:00,1870.11000,1871.68000,1870.03000,1871.67000
2023-07-29 10:00:00,1870.63000,1870.63000,1869.71000,1870.11000
2023-07-29 09:45:00,1871.29000,1871.29000,1870.00000,1870.78000
2023-07-29 09:30:00,1872.89000,1872.90000,1871.17000,1871.28000
2023-07-29 09:15:00,1871.64000,1872.98000,1871.25000,1872.89000
2023-07-29 09:00:00,1871.87000,1871.87000,1871.13000,1871.63000
2023-07-29 08:45:00,1871.48000,1872.00000,1869.54000,1871.86000
2023-07-29 08:30:00,1873.32000,1873.33000,1871.13000,1871.49000
2023-07-29 08:15:00,1873.20000,1873.68000,1873.19000,1873.33000
2023-07-29 08:00:00,1872.20000,1873.20000,1872.02000,1873.19000
2023-07-29 07:45:00,1872.90000,1872.90000,1871.19000,1872.19000
2023-07-29 07:30:00,1873.35000,1873.60000,1872.63000,1872.90000
2023-07-29 07:15:00,1873.69000,1873.69000,1873.01000,1873.35000
2023-07-29 07:00:00,1873.61000,1874.00000,1873.32000,1873.69000
2023-07-29 06:45:00,1872.94000,1873.61000,1872.78000,1873.61000
2023-07-29 06:30:00,1873.59000,1873.59000,1872.93000,1872.93000
2023-07-29 06:15:00,1872.86000,1873.59000,1872.85000,1873.58000
2023-07-29 06:00:00,1874.76000,1874.76000,1872.85000,1872.86000
2023-07-29 05:45:00,1873.79000,1874.99000,1873.57000,1874.75000
2023-07-29 05:30:00,1874.00000,1874.60000,1873.62000,1873.79000
2023-07-29 05:15:00,1875.67000,1875.67000,1873.81000,1873.99000
2023-07-29 05:00:00,1876.43000,1876.43000,1875.66000,1875.67000
2023-07-29 04:45:00,1877.06000,1877.08000,1876.42000,1876.42000
2023-07-29 04:30:00,1876.77000,1877.09000,1876.41000,1877.06000
2023-07-29 04:15:00,1874.21000,1876.82000,1874.21000,1876.77000
2023-07-29 04:00:00,1873.62000,1874.30000,1873.20000,1874.21000
2023-07-29 03:45:00,1873.57000,1874.00000,1873.11000,1873.61000
2023-07-29 03:30:00,1874.14000,1874.15000,1873.44000,1873.57000
2023-07-29 03:15:00,1874.57000,1874.80000,1874.14000,1874.14000
2023-07-29 03:00:00,1874.99000,1875.51000,1874.40000,1874.58000
2023-07-29 02:45:00,1874.06000,1875.36000,1874.06000,1874.99000
2023-07-29 02:30:00,1873.84000,1874.27000,1873.77000,1874.07000
2023-07-29 02:15:00,1874.49000,1875.20000,1873.06000,1873.84000
2023-07-29 02:00:00,1875.86000,1876.33000,1874.20000,1874.49000
2023-07-29 01:45:00,1876.60000,1876.95000,1875.85000,1875.85000
2023-07-29 01:30:00,1873.67000,1877.00000,1873.66000,1876.61000
2023-07-29 01:15:00,1874.32000,1874.39000,1873.13000,1873.66000
2023-07-29 01:00:00,1874.67000,1874.80000,1873.84000,1874.31000
2023-07-29 00:45:00,1875.60000,1875.83000,1874.61000,1874.68000
2023-07-29 00:30:00,1876.22000,1876.55000,1875.53000,1875.60000
