datetime,open,high,low,close
2023-11-11 00:00:00,2077.72000,2080.91000,2076.66000,2079.35000
2023-11-10 23:45:00,2078.61000,2081.59000,2076.67000,2077.72000
2023-11-10 23:30:00,2080.78000,2081.72000,2075.22000,2078.60000
2023-11-10 23:15:00,2090.41000,2093.13000,2078.64000,2080.78000
2023-11-10 23:00:00,2081.71000,2091.44000,2081.31000,2090.41000
2023-11-10 22:45:00,2075.00000,2090.00000,2074.65000,2081.70000
2023-11-10 22:30:00,2088.74000,2090.05000,2070.24000,2075.00000
2023-11-10 22:15:00,2090.55000,2091.30000,2086.24000,2088.74000
2023-11-10 22:00:00,2091.91000,2093.54000,2089.45000,2090.56000
2023-11-10 21:45:00,2095.49000,2096.19000,2091.43000,2091.91000
2023-11-10 21:30:00,2095.38000,2099.45000,2093.90000,2095.49000
2023-11-10 21:15:00,2092.01000,2095.39000,2091.00000,2095.39000
2023-11-10 21:00:00,2087.26000,2092.26000,2086.30000,2092.00000
2023-11-10 20:45:00,2085.23000,2089.49000,2085.23000,2087.26000
2023-11-10 20:30:00,2086.00000,2087.28000,2082.18000,2085.22000
2023-11-10 20:15:00,2084.53000,2086.95000,2081.57000,2086.00000
2023-11-10 20:00:00,2087.99000,2089.52000,2083.17000,2084.52000
2023-11-10 19:45:00,2089.59000,2092.97000,2085.78000,2087.98000
2023-11-10 19:30:00,2094.68000,2094.69000,2089.58000,2089.59000
2023-11-10 19:15:00,2095.79000,2098.62000,2092.62000,2094.69000
2023-11-10 19:00:00,2094.54000,2098.92000,2093.69000,2095.79000
2023-11-10 18:45:00,2094.62000,2095.73000,2091.57000,2094.54000
2023-11-10 18:30:00,2098.70000,2102.00000,2093.03000,2094.61000
2023-11-10 18:15:00,2096.20000,2099.24000,2094.24000,2098.69000
2023-11-10 18:00:00,2096.63000,2103.57000,2096.19000,2096.19000
2023-11-10 17:45:00,2094.34000,2097.53000,2091.43000,2096.63000
2023-11-10 17:30:00,2091.99000,2095.00000,2088.23000,2094.34000
2023-11-10 17:15:00,2097.43000,2100.86000,2090.25000,2091.98000
2023-11-10 17:00:00,2096.38000,2101.26000,2094.84000,2097.44000
2023-11-10 16:45:00,2096.37000,2096.90000,2091.07000,2096.38000
2023-11-10 16:30:00,2100.87000,2101.90000,2093.20000,2096.37000
2023-11-10 16:15:00,2099.33000,2101.80000,2094.41000,2100.88000
2023-11-10 16:00:00,2089.94000,2102.90000,2088.86000,2099.32000
2023-11-10 15:45:00,2084.52000,2093.16000,2081.00000,2089.93000
2023-11-10 15:30:00,2085.80000,2095.00000,2084.30000,2084.51000
